name,company,work_area,salary,requirements,company_type,company_size,field
Java开发经理,东富龙科技集团股份有限公司,上海-闵行区,2-2.5万/月,"['5-7年经验', '本科']",上市公司,1000-5000人,机械/设备/重工
Java开发工程师（偏全栈）,广州市新光百货有限公司,广州-荔湾区,7.5-9千/月,"['2年经验', '大专']",民营公司,150-500人,批发/零售
Java高级开发工程师,上海本原网络科技有限公司,武汉-江汉区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java软件工程师,上海乐宝日化股份有限公司,上海,1.8-2.5万/月,"['5-7年经验', '大专']",合资,150-500人,快速消费品(食品、饮料、化妆品)
资深Java服务器开发工程师（CS）,上海游斐网络科技有限公司,上海-徐汇区,1.3-1.8万/月,"['1年经验', '本科']",民营公司,150-500人,网络游戏
Java开发工程师,希亚思（上海）信息技术有限公司,上海-杨浦区,1.2-1.5万/月,"['3-4年经验', '大专']",外资（非欧美）,50-150人,计算机软件
Java开发工程师,深圳象新生活科技有限公司,深圳-南山区,1-1.2万/月,"['2年经验', '大专']",创业公司,少于50人,生活服务
JAVA开发工程师,翔耀电子（深圳）有限公司,深圳-宝安区,0.6-1万/月,"['1年经验', '本科']",外资（欧美）,1000-5000人,电子技术/半导体/集成电路
Java开发工程师,深圳市万企帮咨询管理有限公司,深圳-南山区,2-3万/月,"['3-4年经验', '本科']",民营公司,150-500人,多元化业务集团公司
JAVA 开发工程师,广东赢商网数据服务股份有限公司,广州-天河区,0.7-1.4万/月,"['2年经验', '大专']",合资,150-500人,互联网/电子商务
Java高级开发工程师,百联全渠道电子商务有限公司,上海,1.5-3万/月,"['3-4年经验', '本科']",国企,500-1000人,互联网/电子商务
Java开发工程师,四川湖山电器股份有限公司,成都-高新区,1-2万/月,"['1年经验', '本科']",国企,500-1000人,电子技术/半导体/集成电路
Java开发工程师,北京煜邦电力技术股份有限公司,南京-浦口区,0.9-1.5万/月,"['2年经验', '大专']",民营公司,500-1000人,电气/电力/水利
Java架构师,上海时代光华教育发展有限公司,上海-静安区,2-3.5万/月,"['5-7年经验', '本科']",民营公司,500-1000人,计算机软件
Java开发工程师,宁夏炬点电子商务有限公司,银川,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,,互联网/电子商务
Java高级开发工程师,湖南澄科科技有限公司,长沙-岳麓区,1.2-2万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机软件
java开发工程师,江苏基久网络科技有限公司南京分公司,南京,,['2年经验'],民营公司,1000-5000人,通信/电信运营、增值服务
中高级Java开发工程师（双休，五险一金）,京北方信息技术股份有限公司杭州分公司,杭州-西湖区,1.3-1.6万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
技术支持工程师Java,恒大充电通科技有限公司,上海-徐汇区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,新能源
Java后台开发工程师,北京万慧达知识产权代理有限公司,北京,1.1-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,法律
Java工程师,深圳市路通网络技术有限公司,济南-槐荫区,1-2万/月,"['1年经验', '本科']",民营公司,500-1000人,通信/电信运营、增值服务
Java开发工程师,成都迪睿汇金科技有限公司,长沙-岳麓区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java web开发工程师,英华达（上海）科技有限公司,上海-徐汇区,0.8-1.3万/月,"['1年经验', '本科']",外资（非欧美）,5000-10000人,电子技术/半导体/集成电路
Java高级开发工程师,天津中桓荣泰科技发展有限公司,天津-南开区,1-1.5万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
JAVA研发工程师,上海燕谷坊电子商务有限公司,南京,1.5-2.2万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
Java初级开发工程师,上海容智信息技术有限公司,上海-黄浦区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
WCS/Java开发工程师,凯乐士科技有限公司,无锡,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,机械/设备/重工
Java开发工程师,珠海易为软件技术有限公司,珠海-珠海高新区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,沃飞长空科技（成都）有限公司,成都-高新区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,150-500人,航天/航空
Java开发工程师,广州同望科技发展有限公司,佛山-顺德区,0.7-1万/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
Java开发工程师,广东巴德富科技有限公司,佛山-顺德区,1-1.5万/月,"['3-4年经验', '本科']",民营公司,1000-5000人,石油/化工/矿产/地质
Java开发工程师,上海盛世大联汽车服务股份有限公司,上海-静安区,1.5-2.5万/月,"['3-4年经验', '本科']",上市公司,150-500人,汽车
Java开发工程师,中城智慧科技有限公司,上海-浦东新区,2-3万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,山东旗帜软件股份有限公司,长沙-天心区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,合盛硅业股份有限公司,武汉-江汉区,1.2-1.6万/月,"['5-7年经验', '大专']",上市公司,10000人以上,石油/化工/矿产/地质
JAVA软件工程师,新东网科技有限公司,武汉-江汉区,0.7-1.2万/月,"['3-4年经验', '大专']",民营公司,500-1000人,计算机软件
Java工程师,慧博云通科技股份有限公司,杭州-滨江区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,计算机软件
Java开发工程师,云钞金融服务（北京）有限公司,西安-莲湖区,1-1.5万/月,"['3-4年经验', '大专']",国企,50-150人,计算机软件
Java开发工程师,南泰科技有限公司,嘉兴-南湖区,0.8-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,电子技术/半导体/集成电路
Java高级开发工程师,成都房倌儿科技有限公司,成都-高新区,1.5-2万/月,"['5-7年经验', '本科']",民营公司,50-150人,房地产
Java高级开发工程师,上海中申信科技服务有限公司,宁波-鄞州区,1.8-2.1万/月,"['3-4年经验', '本科']",国企,150-500人,计算机服务(系统、数据服务、维修)
Java软件开发,浙江天正信息科技有限公司,江门-蓬江区,0.8-1万/月,"['1年经验', '本科']",国企,50-150人,计算机软件
Java软件工程师可实习,南京新歌图网络科技有限公司,南京-玄武区,0.8-1万/月,"['无需经验', '大专']",民营公司,,计算机软件
Java开发工程师,中信外包服务集团有限公司北京分公司,北京-大兴区,0.8-1.5万/月,"['2年经验', '大专']",国企,150-500人,外包服务
Java开发工程师,长园天弓智能停车系统（湖北）有限公司,武汉-武昌区,12-18万/年,"['3-4年经验', '本科']",民营公司,150-500人,机械/设备/重工
Java开发工程师,北京中天锋安全防护技术有限公司,北京-海淀区,1-1.5万/月,"['1年经验', '大专']",事业单位,50-150人,原材料和加工
Java开发工程师（2021ZFH08）,上海金桥信息股份有限公司,上海-徐汇区,1.5-2万/月,"['3-4年经验', '大专']",上市公司,500-1000人,计算机服务(系统、数据服务、维修)
Java工程师,邦邦汽车销售服务（北京）有限公司,北京-朝阳区,1.5-2万/月,"['5-7年经验', '本科']",创业公司,500-1000人,互联网/电子商务
Java开发工程师,环亚新能源专车（深圳）有限公司,深圳-南山区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,少于50人,汽车
Java开发工程师,成都楷码信息技术有限公司,成都,5-7千/月,"['1年经验', '大专']",外资（非欧美）,50-150人,计算机软件
Java开发工程师,佳思德科技（深圳）有限公司,深圳,1.1-1.6万/月,"['3-4年经验', '大专']",民营公司,150-500人,仪器仪表/工业自动化
2022校招-Java开发工程师(003107),北京辰安科技股份有限公司,武汉-江夏区,0.8-1万/月,"['无需经验', '本科']",国企,1000-5000人,计算机软件
Java高级开发工程师,海南音界网络科技有限公司,广州-天河区,1.7-2.2万/月,"['5-7年经验', '大专']",民营公司,50-150人,计算机软件
Java高级后端开发工程师,广州市森能投资管理有限公司,广州-番禺区,1.2-2万/月,"['5-7年经验', '本科']",民营公司,1000-5000人,多元化业务集团公司
JAVA工程师,湖南助飞软件有限公司,长沙-岳麓区,0.8-1万/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
应用开发工程师（JAVA）,佛山市东鹏陶瓷发展有限公司,佛山-禅城区,10-15万/年,"['2年经验', '本科']",上市公司,5000-10000人,建筑/建材/工程
JAVA开发工程师,银联商务股份有限公司海南分公司,海口,0.8-1万/月,"['1年经验', '本科']",国企,50-150人,金融/投资/证券
电力子公司：初级JAVA工程师,浙江水和建设有限公司,杭州-萧山区,1-1.5万/月,"['1年经验', '大专']",民营公司,150-500人,建筑/建材/工程
Java开发工程师,美林数据技术股份有限公司,北京,1-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
Java高级开发工程师,和稷（上海）工业控制系统有限公司,苏州-吴江区,2-2.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,仪器仪表/工业自动化
Java开发工程师,哈尔滨市龙浩信息科技开发有限公司,哈尔滨-南岗区,0.5-1万/月,"['无需经验', '大专']",民营公司,少于50人,计算机软件
"工程师（Java,C语言）",冯氏咨询服务（广州）有限公司,广州-番禺区,0.8-1.2万/月,"['无需经验', '大专']",外资（非欧美）,10000人以上,多元化业务集团公司
Java开发工程师,源资信息科技（上海）有限公司,上海,1.2-2.5万/月,"['3-4年经验', '本科']",外资（非欧美）,150-500人,制药/生物工程
"开发工程师（Java,C语言）",利丰采购管理（深圳）有限公司番禺分公司,广州-番禺区,,"['无需经验', '大专']",外资（非欧美）,10000人以上,贸易/进出口
Java开发工程师,上海富勒信息科技有限公司,成都-武侯区,1.3-1.8万/月,"['5-7年经验', '本科']",合资,150-500人,计算机软件
Java开发工程师,深圳市易融软件有限公司,深圳-南山区,1-1.8万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
数据开发工程师（BI方向/Java后端）,江苏景枫投资控股集团有限公司,南京-江宁区,1.3-1.7万/月,"['5-7年经验', '本科']",民营公司,500-1000人,房地产
Java开发工程师,深圳市新乐数码科技有限公司,深圳-南山区,0.8-1万/月,"['2年经验', '大专']",国企,150-500人,计算机软件
JAVA/.NET软件开发,大连赛朗信息科技有限公司,大连-高新园区,4.5-6千/月,"['无需经验', '大专']",民营公司,150-500人,计算机软件
JAVA软件开发工程师,苏州传思法特信息科技有限公司,苏州-高新区,1-1.5万/月,"['2年经验', '本科']",合资,少于50人,计算机软件
Java开发工程师,郑州郑大信息技术有限公司,上海-浦东新区,2-3万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java高级开发工程师,北京联创锐鑫信息技术有限公司,北京-海淀区,1.5-2万/月,"['5-7年经验', '大专']",民营公司,50-150人,计算机软件
Java中级开发工程师,成都科创智远信息技术有限公司,成都-高新区,0.8-1.3万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,郑州亿联国际贸易有限公司,郑州-二七区,4-8千/月,"['无需经验', '大专']",民营公司,少于50人,互联网/电子商务
JAVA程序员,深圳市百千诚国际物流有限公司,深圳-宝安区,5-8千/月,"['1年经验', '大专']",民营公司,150-500人,交通/运输/物流
JAVA高级工程师,深圳市迈戈科技股份有限公司,深圳-福田区,1.8-2.6万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
软件工程（Java方向）专业负责人,青岛城市学院,青岛,0.6-1万/月,"['无需经验', '本科']",非营利组织,1000-5000人,教育/培训/院校
Java开发工程师,西安葡萄城信息技术有限公司,西安,0.9-1.5万/月,"['2年经验', '本科']",外资（欧美）,150-500人,计算机软件
JAVA开发工程师（人保项目）,上海竞动科技有限公司,北京-丰台区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,上海邦定智慧科技有限公司,上海-浦东新区,2-4万/月,"['2年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,杭州基础创新科技有限公司,杭州-钱塘区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,50-150人,仪器仪表/工业自动化
Java高级开发工程师,深圳市大道网络科技有限公司,深圳-南山区,1.5-2.5万/月,"['5-7年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师,昆明霸王茶姬餐饮管理有限公司,成都,0.8-1.5万/月,"['2年经验', '本科']",民营公司,150-500人,餐饮业
Java开发工程师,深圳市联畅信息技术有限公司,深圳-福田区,1-2万/月,"['2年经验', '本科']",民营公司,50-150人,计算机服务(系统、数据服务、维修)
